,age,job,marital,education,default,housing,contact,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
20673,50.0,6,0,0,1,2,0,3,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20674,29.0,1,0,1,0,1,0,5,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
20675,38.0,4,0,5,0,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20676,18.0,8,1,4,0,1,0,1,1,999,0,0,-1.7,94.027,-38.3,0.9,4991.6,0
20677,31.0,2,0,3,0,1,0,3,1,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
20678,34.0,4,0,3,0,1,1,4,5,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
20679,38.0,1,0,1,0,1,0,5,9,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
20680,57.0,1,1,2,0,1,0,3,5,12,1,2,-1.8,92.893,-46.2,1.244,5099.1,0
20681,35.0,7,2,4,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20682,77.0,0,2,6,0,0,1,1,1,999,0,0,-1.7,94.027,-38.3,0.898,4991.6,0
20683,29.0,4,1,3,1,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
20684,46.0,5,0,1,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
20685,21.0,8,1,2,0,1,1,5,2,999,0,0,-1.7,94.055,-39.8,0.767,4991.6,1
20686,43.0,5,0,1,0,0,1,1,1,999,0,0,-2.9,92.201,-31.4,0.861,5076.2,0
20687,43.0,1,0,3,1,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0
20688,31.0,7,0,1,0,0,1,8,2,12,3,1,-1.1,94.601,-49.5,0.982,4963.6,0
20689,39.0,8,1,4,0,1,0,5,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
20690,44.0,7,1,1,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
20691,48.0,3,0,2,0,0,0,6,1,999,0,0,-1.1,94.199,-37.5,0.8809999999999999,4963.6,0
20692,28.0,4,1,5,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
20693,25.0,1,1,1,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0
20694,48.0,7,2,6,0,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
20695,36.0,6,1,6,0,1,0,3,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20696,27.0,7,1,6,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20697,34.0,4,0,3,0,1,1,0,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
20698,37.0,4,0,3,1,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0
20699,41.0,4,0,3,1,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
20700,51.0,4,0,3,1,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
20701,27.0,1,0,2,1,0,1,4,3,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0
20702,35.0,1,1,1,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
20703,31.0,3,2,2,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
20704,31.0,4,1,3,0,1,0,6,1,999,0,0,-1.1,94.199,-37.5,0.879,4963.6,0
20705,31.0,4,0,3,0,0,0,4,6,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
20706,64.0,11,0,4,0,1,0,1,4,999,0,0,-1.7,94.027,-38.3,0.905,4991.6,1
20707,33.0,5,0,1,0,1,1,3,6,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0
20708,34.0,1,1,2,0,0,0,5,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
20709,41.0,1,0,3,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
20710,36.0,4,0,5,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
20711,59.0,0,0,6,1,1,0,5,8,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
20712,56.0,5,0,3,0,1,0,5,3,999,0,0,1.4,94.465,-41.8,4.864,5228.1,1
20713,59.0,0,0,6,0,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
20714,32.0,1,1,1,0,2,1,2,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
20715,40.0,7,0,3,0,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20716,38.0,1,0,1,0,1,1,2,1,3,3,2,-3.4,92.649,-30.1,0.715,5017.5,1
20717,34.0,1,0,6,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20718,41.0,11,0,4,0,0,1,1,2,999,0,0,1.4,93.444,-36.1,4.97,5228.1,0
20719,33.0,1,1,2,0,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
20720,31.0,7,1,2,0,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0
20721,38.0,1,1,3,1,1,0,5,5,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0
20722,24.0,1,1,2,0,1,1,9,1,999,0,0,-1.8,92.843,-50.0,1.602,5099.1,1
20723,34.0,1,1,5,0,0,1,3,11,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
20724,27.0,1,0,2,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
20725,49.0,1,0,2,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
20726,36.0,7,2,3,0,0,0,4,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
20727,46.0,4,1,3,1,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
20728,47.0,3,2,2,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20729,37.0,3,0,2,1,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
20730,36.0,7,0,1,0,1,0,3,4,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20731,30.0,7,1,1,0,1,1,6,2,15,4,1,-1.1,94.199,-37.5,0.879,4963.6,1
20732,54.0,5,0,1,0,1,1,5,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,0
20733,51.0,4,0,3,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,1
20734,28.0,7,2,1,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
20735,31.0,1,0,2,1,1,0,3,13,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20736,49.0,2,0,6,0,0,1,5,1,999,0,0,-2.9,92.963,-40.8,1.268,5076.2,0
20737,45.0,4,0,5,1,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20738,33.0,5,0,1,1,1,1,0,8,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,0
20739,26.0,8,1,3,0,1,1,9,2,999,0,0,-1.8,92.843,-50.0,1.811,5099.1,1
20740,31.0,7,0,1,0,0,1,1,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
20741,32.0,4,0,3,0,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20742,29.0,7,0,2,1,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0
20743,31.0,7,1,2,0,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0
20744,29.0,8,1,4,0,0,0,3,4,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
20745,49.0,4,0,3,1,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20746,26.0,1,1,1,0,1,1,3,7,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
20747,43.0,4,0,4,1,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
20748,56.0,0,0,3,0,1,0,3,4,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20749,29.0,1,1,1,0,1,1,1,3,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
20750,50.0,4,0,3,1,1,1,4,3,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
20751,37.0,7,0,6,0,1,0,4,6,999,0,0,1.4,93.918,-42.7,4.955,5228.1,0
20752,42.0,4,0,0,1,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20753,30.0,3,0,3,1,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
20754,25.0,4,0,5,1,1,1,4,3,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0
20755,35.0,6,1,1,0,0,1,2,1,3,1,2,-0.1,93.2,-42.0,4.12,5195.8,0
20756,30.0,9,0,2,0,1,1,2,3,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
20757,33.0,4,0,5,1,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,1
20758,36.0,7,0,1,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20759,46.0,3,0,2,0,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20760,33.0,7,1,6,0,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1
20761,26.0,9,0,4,0,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
20762,40.0,4,2,2,1,0,0,3,6,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
20763,25.0,4,1,2,0,0,1,3,3,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,1
20764,38.0,5,0,3,1,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,1
20765,54.0,1,1,1,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.264,5099.1,1
20766,50.0,1,0,5,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
20767,36.0,5,0,1,0,1,1,3,6,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,0
20768,43.0,1,1,1,0,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
20769,57.0,5,2,1,1,0,1,0,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
20770,27.0,1,1,2,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
20771,35.0,5,0,1,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
20772,28.0,7,1,2,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
20773,57.0,1,0,1,1,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0
20774,40.0,4,0,0,1,0,1,2,5,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
20775,43.0,4,0,5,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
20776,67.0,0,0,4,0,0,1,8,2,999,0,0,-3.4,92.431,-26.9,0.722,5017.5,0
20777,48.0,1,2,2,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
20778,27.0,1,1,1,0,0,1,3,1,1,1,2,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
20779,25.0,1,1,2,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
20780,42.0,7,0,6,0,1,1,3,2,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
20781,47.0,1,2,1,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20782,49.0,9,0,1,0,1,1,2,2,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
20783,36.0,1,1,3,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,1
20784,35.0,7,0,6,0,0,0,5,3,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0
20785,29.0,4,0,0,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
20786,45.0,7,0,6,1,0,0,5,3,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0
20787,53.0,4,0,5,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
20788,41.0,1,0,1,0,0,1,1,3,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
20789,50.0,5,0,2,1,0,0,5,17,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
20790,31.0,5,0,3,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
20791,46.0,3,0,2,0,0,1,3,3,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0
20792,36.0,4,0,2,1,0,0,3,4,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
20793,43.0,4,1,6,0,0,0,5,1,999,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
20794,48.0,9,0,3,1,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20795,21.0,3,1,2,0,1,1,0,2,999,0,0,-1.8,93.075,-47.1,1.435,5099.1,0
20796,56.0,3,0,2,1,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
20797,54.0,5,0,5,0,0,0,5,3,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0
20798,44.0,3,0,2,1,0,1,2,2,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
20799,31.0,2,0,1,0,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
20800,48.0,1,0,1,0,1,1,1,1,0,3,2,-1.7,94.027,-38.3,0.9,4991.6,1
20801,26.0,6,1,1,0,1,1,5,2,999,0,0,-2.9,92.963,-40.8,1.244,5076.2,0
20802,37.0,3,1,3,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
20803,37.0,2,3,1,0,0,1,5,1,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,0
20804,50.0,3,0,4,1,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20805,47.0,1,0,1,0,1,1,1,5,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
20806,41.0,4,1,3,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0
20807,32.0,4,1,3,0,1,0,5,17,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
20808,38.0,3,0,3,0,0,0,5,2,999,0,0,-2.9,92.963,-40.8,1.224,5076.2,0
20809,46.0,4,0,0,1,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20810,48.0,6,0,3,1,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20811,38.0,11,2,2,1,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20812,38.0,1,0,1,0,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
20813,55.0,0,0,0,1,0,1,4,4,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
20814,27.0,1,0,2,0,1,1,4,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
20815,29.0,4,1,3,0,0,0,5,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
20816,47.0,3,2,0,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
20817,34.0,8,1,0,1,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
20818,40.0,1,2,1,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0
20819,38.0,1,0,2,0,1,0,5,1,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0
20820,42.0,4,0,0,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
20821,30.0,2,1,1,0,1,1,4,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
20822,36.0,3,0,2,1,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20823,33.0,1,1,2,0,0,0,5,1,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0
20824,47.0,5,0,1,0,0,1,0,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
20825,33.0,1,0,1,0,1,1,6,2,999,0,0,-1.1,94.199,-37.5,0.878,4963.6,1
20826,30.0,3,1,3,0,1,1,4,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
20827,54.0,1,0,2,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
20828,47.0,1,0,3,0,0,1,2,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
20829,32.0,7,1,1,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
20830,32.0,4,0,3,0,1,1,3,2,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
20831,38.0,7,1,2,0,0,1,1,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
20832,38.0,11,0,4,0,1,1,1,10,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0
20833,53.0,4,0,2,0,1,1,4,7,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
20834,26.0,2,1,3,0,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20835,27.0,4,0,3,0,2,0,3,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20836,38.0,1,1,1,0,0,1,5,1,999,0,0,-2.9,92.963,-40.8,1.099,5076.2,0
20837,41.0,3,0,2,1,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
20838,39.0,6,2,2,0,0,1,6,1,3,1,2,-3.4,92.379,-29.8,0.7879999999999999,5017.5,1
20839,48.0,1,2,2,0,0,0,4,2,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
20840,32.0,4,0,5,0,1,0,5,6,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
20841,35.0,4,0,5,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20842,51.0,4,0,3,1,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0
20843,35.0,1,1,1,0,1,1,3,5,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
20844,60.0,4,0,0,1,1,1,0,4,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
20845,28.0,1,1,1,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
20846,52.0,5,0,2,0,1,1,1,1,10,4,1,-2.9,92.201,-31.4,0.883,5076.2,1
20847,35.0,4,0,3,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0
20848,27.0,1,1,1,0,0,1,3,1,3,1,2,-1.8,92.893,-46.2,1.266,5099.1,0
20849,34.0,7,0,2,0,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
20850,36.0,4,0,0,0,0,1,2,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
20851,28.0,4,0,3,1,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
20852,32.0,1,0,1,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20853,49.0,4,2,5,1,0,1,4,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
20854,55.0,1,0,3,0,1,1,2,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
20855,37.0,1,1,1,0,0,1,3,4,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0
20856,35.0,4,2,3,0,2,0,5,3,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0
20857,32.0,9,0,1,0,0,1,1,5,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
20858,35.0,0,1,3,1,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20859,35.0,7,1,6,0,1,1,3,4,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,0
20860,26.0,1,1,2,1,0,1,3,3,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
20861,29.0,4,1,3,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
20862,37.0,9,1,3,0,1,1,3,1,2,1,2,-1.8,92.893,-46.2,1.266,5099.1,0
20863,32.0,7,1,2,0,0,0,4,11,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
20864,46.0,3,0,2,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
20865,36.0,3,0,2,0,0,0,3,5,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
20866,35.0,1,0,1,0,0,1,5,4,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
20867,31.0,6,0,1,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
20868,29.0,1,1,1,0,0,1,1,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1
20869,46.0,10,0,0,1,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
20870,85.0,10,2,0,1,1,0,8,2,999,0,0,-3.4,92.431,-26.9,0.7390000000000001,5017.5,0
20871,29.0,7,1,3,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
20872,31.0,5,1,1,0,1,1,3,2,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
20873,34.0,4,0,0,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0
20874,29.0,7,1,6,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
20875,46.0,1,1,1,0,1,1,4,7,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
20876,29.0,4,2,2,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,1
20877,54.0,4,1,0,0,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
20878,26.0,5,1,1,0,1,1,2,5,999,0,0,-1.1,94.767,-50.8,1.039,4963.6,0
20879,27.0,1,0,6,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
20880,32.0,7,1,1,0,1,1,1,5,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
20881,35.0,3,0,2,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20882,32.0,4,1,2,0,2,1,2,2,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
20883,59.0,0,0,3,0,0,1,4,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
20884,29.0,4,0,3,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
20885,37.0,1,0,2,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
20886,40.0,1,0,2,1,0,0,5,5,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
20887,55.0,1,0,6,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
20888,33.0,10,1,1,1,1,1,1,3,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0
20889,36.0,1,1,2,0,0,1,0,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
20890,59.0,1,0,2,0,0,0,5,4,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0
20891,34.0,4,1,3,0,0,1,3,3,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
20892,29.0,1,0,2,0,0,1,4,7,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0
20893,47.0,4,1,0,1,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20894,41.0,9,0,0,0,1,0,4,2,999,0,0,1.4,93.918,-42.7,4.959,5228.1,0
20895,30.0,1,1,1,0,1,1,5,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,0
20896,33.0,1,0,2,1,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
20897,33.0,2,1,4,0,0,1,4,6,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
20898,59.0,0,0,0,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
20899,29.0,3,0,3,0,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20900,36.0,1,0,2,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20901,41.0,1,1,4,1,1,1,0,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
20902,55.0,7,0,3,1,0,0,5,1,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0
20903,39.0,9,0,6,0,1,1,2,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
20904,48.0,3,0,5,0,0,1,4,6,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
20905,56.0,1,0,1,0,1,1,4,5,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
20906,63.0,7,0,4,0,1,1,1,1,999,0,0,-2.9,92.201,-31.4,0.838,5076.2,0
20907,50.0,6,0,3,1,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
20908,42.0,4,0,5,1,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20909,43.0,2,0,1,1,0,0,5,1,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0
20910,32.0,1,0,1,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
20911,28.0,4,1,3,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.392,5099.1,0
20912,26.0,4,0,6,0,1,1,3,2,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
20913,24.0,1,1,2,1,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0
20914,38.0,4,2,4,0,0,0,5,1,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0
20915,30.0,3,0,2,1,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
20916,56.0,5,0,1,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
20917,36.0,4,1,3,0,1,0,5,3,999,0,0,1.4,94.465,-41.8,4.955,5228.1,1
20918,33.0,1,0,2,1,1,1,4,4,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
20919,47.0,3,0,4,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20920,50.0,10,0,0,1,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20921,41.0,3,0,3,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
20922,32.0,4,0,3,0,2,0,0,3,999,0,0,-1.8,93.075,-47.1,1.479,5099.1,0
20923,38.0,1,1,1,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20924,34.0,5,1,2,0,1,1,2,2,6,1,2,-0.1,93.2,-42.0,4.12,5195.8,0
20925,34.0,4,0,3,0,0,1,3,3,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
20926,55.0,1,0,4,0,1,1,2,3,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
20927,31.0,6,0,1,0,0,1,1,2,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0
20928,43.0,7,0,6,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
20929,59.0,2,0,0,1,1,1,4,9,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
20930,32.0,9,0,3,1,1,0,4,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
